               Entry              Nevents                           Time                    Temperature                         Energy                  O*                  CO*                  O2*                   O2                   CO                  CO2
                   1                    0         0.0000000000000000E+00         4.2300000000000000E+02        -1.4565268999999780E+04               14335                    0                    0                    0                    0                    0
                   2               179319         1.0000000000000001E-01         4.2300000000000000E+02        -1.4897711399997219E+04               14332                   18                    0                    0                  -21                    3
                   3               219246         2.0000000000000001E-01         4.2300000000000000E+02        -1.4907269399997213E+04               14317                   34                    0                    0                  -52                   18
                   4               281914         3.0000000000000004E-01         4.2300000000000000E+02        -1.4916317399997193E+04               14297                   52                    0                    0                  -90                   38
                   5               330491         4.0000000000000002E-01         4.2300000000000000E+02        -1.4920048999997189E+04               14275                   69                    0                    0                 -129                   60
                   6               374307         5.0000000000000000E-01         4.2300000000000000E+02        -1.4892088999997139E+04               14240                   70                    0                   -2                 -169                   99
                   7               422526         5.9999999999999998E-01         4.2300000000000000E+02        -1.4894158999997127E+04               14220                   84                    0                   -3                 -205                  121
                   8               485964         6.9999999999999996E-01         4.2300000000000000E+02        -1.4884354799997127E+04               14194                   95                    0                   -3                 -242                  147
                   9               548395         7.9999999999999993E-01         4.2300000000000000E+02        -1.4828705599997094E+04               14153                   83                    0                   -3                 -271                  188
                  10               596165         8.9999999999999991E-01         4.2300000000000000E+02        -1.4818318199997108E+04               14131                   92                    0                   -4                 -304                  212
                  11               643853         9.9999999999999989E-01         4.2300000000000000E+02        -1.4781519799997064E+04               14094                   89                    0                   -4                 -338                  249
                  12               700798         1.0999999999999999E+00         4.2300000000000000E+02        -1.4726960999997047E+04               14050                   81                    0                   -4                 -374                  293
                  13               761843         1.2000000000000000E+00         4.2300000000000000E+02        -1.4670625399997016E+04               14007                   70                    0                   -4                 -406                  336
                  14               809035         1.3000000000000000E+00         4.2300000000000000E+02        -1.4653648599997005E+04               13983                   74                    0                   -5                 -436                  362
                  15               851967         1.4000000000000001E+00         4.2300000000000000E+02        -1.4635904599996991E+04               13958                   78                    0                   -6                 -467                  389
                  16               899676         1.5000000000000002E+00         4.2300000000000000E+02        -1.4631295399996930E+04               13927                   91                    0                   -7                 -513                  422
                  17               963829         1.6000000000000003E+00         4.2300000000000000E+02        -1.4594546799996941E+04               13889                   93                    0                   -7                 -553                  460
                  18              1025104         1.7000000000000004E+00         4.2300000000000000E+02        -1.4574267999996922E+04               13855                  101                    0                   -7                 -595                  494
                  19              1083169         1.8000000000000005E+00         4.2300000000000000E+02        -1.4534827199996897E+04               13816                   99                    0                   -8                 -634                  535
                  20              1148175         1.9000000000000006E+00         4.2300000000000000E+02        -1.4456896599996873E+04               13763                   81                    0                   -8                 -669                  588
                  21              1202613         2.0000000000000004E+00         4.2300000000000000E+02        -1.4434583799996852E+04               13734                   84                    0                   -9                 -703                  619
                  22              1256272         2.1000000000000005E+00         4.2300000000000000E+02        -1.4432552999996811E+04               13705                   99                    0                   -9                 -747                  648
                  23              1319305         2.2000000000000006E+00         4.2300000000000000E+02        -1.4418829199996813E+04               13671                  113                    0                   -9                 -795                  682
                  24              1384265         2.3000000000000007E+00         4.2300000000000000E+02        -1.4369211599996801E+04               13628                  108                    0                  -10                 -835                  727
                  25              1443616         2.4000000000000008E+00         4.2300000000000000E+02        -1.4344576199996756E+04               13591                  113                    0                  -10                 -877                  764
                  26              1514182         2.5000000000000009E+00         4.2300000000000000E+02        -1.4330262999996734E+04               13555                  126                    0                  -12                 -930                  804
                  27              1584511         2.6000000000000010E+00         4.2300000000000000E+02        -1.4270912599996724E+04               13513                  114                    0                  -12                 -960                  846
                  28              1626551         2.7000000000000011E+00         4.2300000000000000E+02        -1.4223137199996680E+04               13471                  107                    0                  -12                 -995                  888
                  29              1688755         2.8000000000000012E+00         4.2300000000000000E+02        -1.4194849799996640E+04               13434                  110                    0                  -12                -1035                  925
                  30              1759945         2.9000000000000012E+00         4.2300000000000000E+02        -1.4157428199996639E+04               13391                  114                    0                  -13                -1084                  970
                  31              1834233         3.0000000000000013E+00         4.2300000000000000E+02        -1.4128162799996608E+04               13354                  117                    0                  -15                -1128                 1011
                  32              1883112         3.1000000000000014E+00         4.2300000000000000E+02        -1.4099417999996593E+04               13315                  123                    0                  -15                -1173                 1050
                  33              1946610         3.2000000000000015E+00         4.2300000000000000E+02        -1.4036590599996582E+04               13268                  112                    0                  -15                -1209                 1097
                  34              2013805         3.3000000000000016E+00         4.2300000000000000E+02        -1.4019863399996530E+04               13232                  121                    0                  -18                -1260                 1139
                  35              2085500         3.4000000000000017E+00         4.2300000000000000E+02        -1.3979097599996498E+04               13188                  121                    0                  -21                -1310                 1189
                  36              2157157         3.5000000000000018E+00         4.2300000000000000E+02        -1.3933249999996471E+04               13150                  114                    0                  -23                -1345                 1231
                  37              2226786         3.6000000000000019E+00         4.2300000000000000E+02        -1.3839254999996485E+04               13090                   93                    0                  -25                -1388                 1295
                  38              2303211         3.7000000000000020E+00         4.2300000000000000E+02        -1.3807222799996453E+04               13059                   90                    0                  -29                -1424                 1334
                  39              2360431         3.8000000000000020E+00         4.2300000000000000E+02        -1.3787208199996383E+04               13031                   90                    0                  -31                -1456                 1366
                  40              2409829         3.9000000000000021E+00         4.2300000000000000E+02        -1.3767931799996428E+04               13004                   99                    0                  -33                -1496                 1397
                  41              2471732         4.0000000000000018E+00         4.2300000000000000E+02        -1.3748467999996403E+04               12970                  107                    0                  -36                -1544                 1437
                  42              2541985         4.1000000000000014E+00         4.2300000000000000E+02        -1.3722118999996384E+04               12930                  115                    0                  -38                -1596                 1481
                  43              2609491         4.2000000000000011E+00         4.2300000000000000E+02        -1.3715623999996340E+04               12905                  124                    0                  -43                -1640                 1516
                  44              2675804         4.3000000000000007E+00         4.2300000000000000E+02        -1.3646750199996330E+04               12861                  107                    0                  -46                -1673                 1566
                  45              2739927         4.4000000000000004E+00         4.2300000000000000E+02        -1.3617822799996291E+04               12819                  113                    0                  -49                -1727                 1614
                  46              2808617         4.5000000000000000E+00         4.2300000000000000E+02        -1.3557866799996285E+04               12774                  103                    0                  -50                -1764                 1661
                  47              2871788         4.5999999999999996E+00         4.2300000000000000E+02        -1.3501885999996288E+04               12725                   99                    0                  -53                -1815                 1716
                  48              2945588         4.6999999999999993E+00         4.2300000000000000E+02        -1.3483790199996214E+04               12691                  104                    0                  -54                -1856                 1752
                  49              3009456         4.7999999999999989E+00         4.2300000000000000E+02        -1.3437742399996201E+04               12647                  102                    0                  -55                -1900                 1798
                  50              3082237         4.8999999999999986E+00         4.2300000000000000E+02        -1.3387797399996200E+04               12602                   99                    0                  -58                -1948                 1849
                  51              3158379         4.9999999999999982E+00         4.2300000000000000E+02        -1.3369537199996135E+04               12566                  106                    0                  -61                -1997                 1891
                  52              3223307         5.0999999999999979E+00         4.2300000000000000E+02        -1.3356315799996120E+04               12529                  121                    0                  -63                -2053                 1932
                  53              3286437         5.1999999999999975E+00         4.2300000000000000E+02        -1.3300662399996112E+04               12482                  115                    0                  -64                -2096                 1981
                  54              3351189         5.2999999999999972E+00         4.2300000000000000E+02        -1.3248032799996105E+04               12444                  105                    0                  -70                -2136                 2031
                  55              3432782         5.3999999999999968E+00         4.2300000000000000E+02        -1.3223523199996071E+04               12401                  115                    0                  -72                -2193                 2078
                  56              3508201         5.4999999999999964E+00         4.2300000000000000E+02        -1.3206455199996042E+04               12366                  125                    0                  -75                -2244                 2119
                  57              3586188         5.5999999999999961E+00         4.2300000000000000E+02        -1.3185357999995977E+04               12330                  130                    0                  -78                -2291                 2161
                  58              3659345         5.6999999999999957E+00         4.2300000000000000E+02        -1.3171945399995997E+04               12297                  145                    0                  -81                -2345                 2200
                  59              3727736         5.7999999999999954E+00         4.2300000000000000E+02        -1.3098697399995997E+04               12247                  130                    0                  -82                -2382                 2252
                  60              3807077         5.8999999999999950E+00         4.2300000000000000E+02        -1.3055128999995968E+04               12205                  127                    0                  -82                -2421                 2294
                  61              3860292         5.9999999999999947E+00         4.2300000000000000E+02        -1.3033022799995961E+04               12169                  136                    0                  -85                -2472                 2336
                  62              3917089         6.0999999999999943E+00         4.2300000000000000E+02        -1.2965707399995945E+04               12117                  125                    0                  -87                -2517                 2392
