               Entry              Nevents                           Time                    Temperature                         Energy                  O*                  CO*                  O2*                   O2                   CO                  CO2
                   1                    0         0.0000000000000000E+00         4.2300000000000000E+02        -2.1262796000000176E+03                2048                    0                    0                    0                    0                    0
                   2               372014         1.0000000000000001E-01         4.2300000000000000E+02        -2.9206185999999420E+03                2473                  113                    0                 -217                 -122                    9
                   3               555791         2.0000000000000001E-01         4.2300000000000000E+02        -3.4394175999998738E+03                2808                  217                    0                 -398                 -253                   36
                   4               738038         3.0000000000000004E-01         4.2300000000000000E+02        -3.9310641999998070E+03                3136                  308                    0                 -579                 -378                   70
                   5               884327         4.0000000000000002E-01         4.2300000000000000E+02        -4.3387627999998313E+03                3389                  394                    0                 -731                 -515                  121
                   6              1039014         5.0000000000000000E-01         4.2300000000000000E+02        -4.7035585999998857E+03                3633                  461                    0                 -887                 -650                  189
                   7              1173059         5.9999999999999998E-01         4.2300000000000000E+02        -5.0142577999999376E+03                3839                  518                    0                -1028                 -783                  265
                   8              1301708         6.9999999999999996E-01         4.2300000000000000E+02        -5.1926477999999597E+03                3964                  548                    0                -1133                 -898                  350
                   9              1447910         7.9999999999999993E-01         4.2300000000000000E+02        -5.3530038000000040E+03                4129                  534                    0                -1270                 -993                  459
                  10              1577489         8.9999999999999991E-01         4.2300000000000000E+02        -5.5271070000000291E+03                4295                  533                    0                -1405                -1096                  563
                  11              1687216         9.9999999999999989E-01         4.2300000000000000E+02        -5.6663954000000613E+03                4397                  550                    0                -1504                -1209                  659
                  12              1795187         1.0999999999999999E+00         4.2300000000000000E+02        -5.7571232000000891E+03                4491                  541                    0                -1610                -1318                  777
                  13              1910954         1.2000000000000000E+00         4.2300000000000000E+02        -5.8230678000001108E+03                4564                  531                    0                -1706                -1427                  896
                  14              2037503         1.3000000000000000E+00         4.2300000000000000E+02        -5.9333108000001184E+03                4674                  529                    0                -1814                -1531                 1002
                  15              2167273         1.4000000000000001E+00         4.2300000000000000E+02        -5.9894898000001467E+03                4729                  523                    0                -1901                -1644                 1121
                  16              2297003         1.5000000000000002E+00         4.2300000000000000E+02        -6.1030062000001681E+03                4836                  522                    0                -2006                -1746                 1224
                  17              2422713         1.6000000000000003E+00         4.2300000000000000E+02        -6.1384748000001719E+03                4864                  526                    0                -2078                -1866                 1340
                  18              2556636         1.7000000000000004E+00         4.2300000000000000E+02        -6.1802720000001791E+03                4915                  518                    0                -2163                -1977                 1459
                  19              2690290         1.8000000000000005E+00         4.2300000000000000E+02        -6.2297800000001898E+03                4965                  515                    0                -2253                -2104                 1589
                  20              2818889         1.9000000000000006E+00         4.2300000000000000E+02        -6.3270312000002177E+03                5061                  509                    0                -2353                -2202                 1693
                  21              2932858         2.0000000000000004E+00         4.2300000000000000E+02        -6.3995252000002210E+03                5126                  513                    0                -2436                -2307                 1794
                  22              3055054         2.1000000000000005E+00         4.2300000000000000E+02        -6.4202682000002351E+03                5191                  480                    0                -2528                -2393                 1913
                  23              3177865         2.2000000000000006E+00         4.2300000000000000E+02        -6.4877248000002583E+03                5259                  474                    0                -2615                -2493                 2019
                  24              3289069         2.3000000000000007E+00         4.2300000000000000E+02        -6.5063434000002580E+03                5297                  461                    0                -2688                -2588                 2127
                  25              3425253         2.4000000000000008E+00         4.2300000000000000E+02        -6.5002378000002773E+03                5329                  431                    0                -2763                -2676                 2245
                  26              3549713         2.5000000000000009E+00         4.2300000000000000E+02        -6.5678742000002867E+03                5396                  429                    0                -2843                -2767                 2338
                  27              3667239         2.6000000000000010E+00         4.2300000000000000E+02        -6.6578278000003011E+03                5479                  430                    0                -2933                -2865                 2435
                  28              3809772         2.7000000000000011E+00         4.2300000000000000E+02        -6.7304262000003127E+03                5551                  427                    1                -3023                -2968                 2541
                  29              3934339         2.8000000000000012E+00         4.2300000000000000E+02        -6.8117858000003207E+03                5594                  451                    0                -3094                -3093                 2642
                  30              4070163         2.9000000000000012E+00         4.2300000000000000E+02        -6.8523008000003456E+03                5654                  432                    0                -3179                -3184                 2752
                  31              4191649         3.0000000000000013E+00         4.2300000000000000E+02        -6.9013048000003446E+03                5724                  418                    0                -3267                -3276                 2858
                  32              4318441         3.1000000000000014E+00         4.2300000000000000E+02        -6.9212888000003586E+03                5739                  418                    0                -3332                -3391                 2973
                  33              4435495         3.2000000000000015E+00         4.2300000000000000E+02        -6.9766562000003660E+03                5796                  415                    0                -3412                -3491                 3076
                  34              4558522         3.3000000000000016E+00         4.2300000000000000E+02        -6.9888008000003747E+03                5814                  409                    0                -3475                -3593                 3184
                  35              4692515         3.4000000000000017E+00         4.2300000000000000E+02        -7.0244710000003861E+03                5850                  406                    0                -3544                -3692                 3286
                  36              4809994         3.5000000000000018E+00         4.2300000000000000E+02        -7.0254580000003816E+03                5860                  401                    0                -3603                -3795                 3394
                  37              4935213         3.6000000000000019E+00         4.2300000000000000E+02        -7.0637464000003929E+03                5927                  379                    0                -3696                -3892                 3513
                  38              5061806         3.7000000000000020E+00         4.2300000000000000E+02        -7.1443040000004094E+03                5985                  390                    0                -3769                -3991                 3601
                  39              5170174         3.8000000000000020E+00         4.2300000000000000E+02        -7.2159036000004144E+03                6053                  391                    0                -3852                -4090                 3699
                  40              5293017         3.9000000000000021E+00         4.2300000000000000E+02        -7.2273898000004310E+03                6084                  374                    0                -3927                -4192                 3818
                  41              5406714         4.0000000000000018E+00         4.2300000000000000E+02        -7.2795360000004393E+03                6130                  376                    0                -3998                -4290                 3914
                  42              5519766         4.1000000000000014E+00         4.2300000000000000E+02        -7.3324150000004483E+03                6175                  379                    0                -4069                -4390                 4011
                  43              5634798         4.2000000000000011E+00         4.2300000000000000E+02        -7.3339562000004580E+03                6206                  357                    0                -4139                -4477                 4120
                  44              5748032         4.3000000000000007E+00         4.2300000000000000E+02        -7.3497618000004613E+03                6234                  348                    0                -4201                -4564                 4216
                  45              5855057         4.4000000000000004E+00         4.2300000000000000E+02        -7.4077900000004665E+03                6275                  358                    0                -4265                -4661                 4303
                  46              5976292         4.5000000000000000E+00         4.2300000000000000E+02        -7.4411706000004815E+03                6303                  358                    0                -4324                -4751                 4393
                  47              6058311         4.5999999999999996E+00         4.2300000000000000E+02        -7.4487406000004785E+03                6328                  347                    0                -4384                -4835                 4488
                  48              6166802         4.6999999999999993E+00         4.2300000000000000E+02        -7.4711714000004749E+03                6362                  340                    0                -4450                -4926                 4586
                  49              6289108         4.7999999999999989E+00         4.2300000000000000E+02        -7.5238588000004993E+03                6394                  348                    0                -4511                -5024                 4676
                  50              6419811         4.8999999999999986E+00         4.2300000000000000E+02        -7.5762552000004971E+03                6426                  362                    0                -4577                -5138                 4776
                  51              6550801         4.9999999999999982E+00         4.2300000000000000E+02        -7.5333862000005047E+03                6421                  335                    0                -4630                -5222                 4887
