               Entry              Nevents                           Time                    Temperature                         Energy                  O*                  CO*                  O2*                   O2                   CO                  CO2
                   1                    0         0.0000000000000000E+00         4.2300000000000000E+02        -2.0559420599999630E+04                2048                12288                    0                    0                    0                    0
                   2              1064957         1.0000000000000001E-01         4.2300000000000000E+02        -1.8333914000000699E+04                1140                11356                    0                   -5                   14                  918
                   3              1411111         2.0000000000000001E-01         4.2300000000000000E+02        -1.7235379200000963E+04                 741                10914                    0                  -20                   27                 1347
                   4              1647037         3.0000000000000004E-01         4.2300000000000000E+02        -1.6455842400001144E+04                 467                10594                    0                  -38                   37                 1657
                   5              1799675         4.0000000000000002E-01         4.2300000000000000E+02        -1.5991908800001063E+04                 314                10396                    0                  -59                   40                 1852
                   6              1921010         5.0000000000000000E-01         4.2300000000000000E+02        -1.5726823400001120E+04                 222                10286                    0                  -76                   24                 1978
                   7              2009370         5.9999999999999998E-01         4.2300000000000000E+02        -1.5532357200001170E+04                 156                10205                    0                  -99                   -7                 2090
                   8              2077071         6.9999999999999996E-01         4.2300000000000000E+02        -1.5464690200001185E+04                 131                10178                    0                 -119                  -45                 2155
                   9              2128730         7.9999999999999993E-01         4.2300000000000000E+02        -1.5436333400001169E+04                 147                10147                    0                 -151                  -62                 2203
                  10              2169297         8.9999999999999991E-01         4.2300000000000000E+02        -1.5354225600001180E+04                 128                10106                    0                 -169                  -76                 2258
                  11              2208730         9.9999999999999989E-01         4.2300000000000000E+02        -1.5319806400001184E+04                 127                10084                    0                 -194                 -105                 2309
                  12              2249244         1.0999999999999999E+00         4.2300000000000000E+02        -1.5224944600001190E+04                 123                10024                    0                 -225                 -111                 2375
                  13              2292600         1.2000000000000000E+00         4.2300000000000000E+02        -1.5168317000001187E+04                 120                 9988                    0                 -250                 -128                 2428
                  14              2336623         1.3000000000000000E+00         4.2300000000000000E+02        -1.5086853200001184E+04                 131                 9926                    0                 -282                 -119                 2481
                  15              2378771         1.4000000000000001E+00         4.2300000000000000E+02        -1.5030505200001178E+04                 131                 9888                    0                 -304                 -125                 2525
                  16              2420227         1.5000000000000002E+00         4.2300000000000000E+02        -1.4982030800001172E+04                 149                 9843                    0                 -341                 -136                 2581
                  17              2461993         1.6000000000000003E+00         4.2300000000000000E+02        -1.4927553800001171E+04                 144                 9810                    0                 -362                 -150                 2628
                  18              2504241         1.7000000000000004E+00         4.2300000000000000E+02        -1.4846914200001173E+04                 146                 9755                    0                 -394                 -157                 2690
                  19              2547408         1.8000000000000005E+00         4.2300000000000000E+02        -1.4791053800001171E+04                 144                 9719                    0                 -423                 -181                 2750
                  20              2589053         1.9000000000000006E+00         4.2300000000000000E+02        -1.4732005200001178E+04                 131                 9689                    0                 -447                 -212                 2811
                  21              2631029         2.0000000000000004E+00         4.2300000000000000E+02        -1.4686715000001177E+04                 135                 9656                    0                 -475                 -231                 2863
                  22              2673946         2.1000000000000005E+00         4.2300000000000000E+02        -1.4673645600001179E+04                 143                 9642                    0                 -503                 -265                 2911
                  23              2719435         2.2000000000000006E+00         4.2300000000000000E+02        -1.4625299800001167E+04                 159                 9598                    0                 -544                 -287                 2977
                  24              2771688         2.3000000000000007E+00         4.2300000000000000E+02        -1.4580869600001166E+04                 158                 9569                    0                 -569                 -309                 3028
                  25              2817427         2.4000000000000008E+00         4.2300000000000000E+02        -1.4565269400001149E+04                 182                 9541                    0                 -609                 -337                 3084
                  26              2865512         2.5000000000000009E+00         4.2300000000000000E+02        -1.4483871800001159E+04                 174                 9493                    0                 -634                 -347                 3142
