Time,CO*,O*,O2*,*,R_CO,R_O2,R_CO2
0.0,0.0,0.0,0.0,1.0,-0.15891840607210622,-0.35934535104364324,-0.003557874762808348
0.1,0.016366223908918405,0.06878557874762808,0.0,0.9148481973434535,-0.17314990512333964,-0.3308823529411764,0.008301707779886147
0.2,0.0329696394686907,0.13069259962049337,0.0,0.8363377609108159,-0.15713946869070203,-0.2840370018975331,0.017789373814041737
0.30000000000000004,0.04423624288425047,0.178842504743833,0.0,0.7769212523719166,-0.1559535104364326,-0.23719165085388993,0.024312144212523725
0.4,0.059297912713472484,0.2207068311195446,0.0,0.7199952561669829,-0.172556925996205,-0.22355313092979132,0.03498576850094878
0.5,0.0717504743833017,0.2612666034155598,0.0,0.6669829222011385,-0.1642552182163189,-0.20694971537001908,0.06700664136622393
0.6,0.07874762808349146,0.2900853889943074,0.0,0.6311669829222012,-0.1583254269449716,-0.19686907020872876,0.10021347248576853
0.7,0.08337286527514232,0.3199715370018975,0.0,0.5966555977229602,-0.14112903225806453,-0.18500948766603414,0.10673624288425052
0.7999999999999999,0.08562618595825428,0.34274193548387094,0.0,0.5716318785578748,-0.13045540796963948,-0.17018500948766616,0.10910815939278942
0.8999999999999999,0.08764231499051234,0.36622390891840606,0.0,0.5461337760910816,-0.138164136622391,-0.17314990512333978,0.11503795066413665
0.9999999999999999,0.09025142314990513,0.3889943074003795,0.0,0.5207542694497154,-0.1399430740037952,-0.15536053130929792,0.1322343453510437
1.0999999999999999,0.08918406072106262,0.4019212523719165,0.0,0.5088946869070209,-0.1334203036053131,-0.15654648956356737,0.1500237191650854
1.2,0.08693074003795066,0.4216081593927894,0.0,0.49146110056925996,-0.1286764705882352,-0.16306925996204913,0.14350094876660335
1.3,0.08621916508538899,0.4384487666034156,0.0,0.47533206831119545,-0.12986242884250462,-0.148244781783681,0.13342030360531298
1.4000000000000001,0.08621916508538899,0.45422201138519924,0.0,0.45955882352941174,-0.1268975332068309,-0.13935009487666034,0.1411290322580643
1.5000000000000002,0.08337286527514232,0.4659629981024668,0.0,0.4506641366223909,-0.12630455407969618,-0.13994307400379508,0.15713946869070197
1.6000000000000003,0.08005218216318785,0.47877134724857684,0.0,0.4411764705882353,-0.12333965844402277,-0.14290796963946847,0.14409392789373804
1.7000000000000004,0.07922201138519924,0.49430740037950666,0.0,0.4264705882352941,-0.12096774193548387,-0.1381641366223907,0.1458728652751422
1.8000000000000005,0.07507115749525617,0.5048624288425048,0.0,0.42006641366223907,-0.1411290322580643,-0.13045540796963948,0.14468690702087275
1.9000000000000006,0.07851043643263757,0.5175521821631879,0.0,0.40393738140417457,-0.15180265654649,-0.12274667931688826,0.14112903225806472
2.0000000000000004,0.07720588235294118,0.5257352941176471,0.0,0.39705882352941174,-0.13994307400379485,-0.12630455407969596,0.15713946869070197
2.1000000000000005,0.07507115749525617,0.536646110056926,0.0,0.38828273244781786,-0.12333965844402277,-0.12511859582542695,0.15239563567362407
2.2000000000000006,0.07139468690702087,0.545303605313093,0.0,0.38330170777988615,-0.12274667931688783,-0.11978178368121442,0.14468690702087286
2.3000000000000007,0.0706831119544592,0.5556214421252372,0.0,0.3736954459203036,-0.1387571157495254,-0.11148007590132827,0.12808349146110057
2.400000000000001,0.07352941176470588,0.5642789373814042,0.0,0.36219165085388993,-0.12808349146110057,-0.10910815939278938,0.1387571157495254
2.500000000000001,0.06854838709677419,0.5715132827324478,0.0,0.359938330170778,-0.11740986717267553,-0.11978178368121399,0.14468690702087264
2.600000000000001,0.06807400379506641,0.5832542694497154,0.0,0.34867172675521824,-0.13223434535104342,-0.12274667931688761,0.15595351043643263
2.700000000000001,0.06380455407969639,0.5894212523719166,0.0,0.3467741935483871,-0.1393500948766601,-0.11800284629981024,0.16188330170777968
2.800000000000001,0.0635673624288425,0.5980787476280834,0.0,0.338353889943074,-0.12986242884250473,-0.11563092979127135,0.1411290322580643
2.9000000000000012,0.06155123339658444,0.6074478178368121,0.0,0.3310009487666034,-0.12452561669829222,-0.11503795066413662,0.13994307400379508
3.0000000000000013,0.06048387096774194,0.6161053130929791,0.0,0.32341081593927895,-0.1310483870967742,-0.11622390891840607,0.14468690702087264
3.1000000000000014,0.058823529411764705,0.625,0.0,0.3161764705882353,-0.13935009487665992,-0.11740986717267553,0.14290796963946847
3.2000000000000015,0.05977229601518026,0.6344876660341556,0.0,0.3057400379506641,-0.13164136622390848,-0.10436432637571158,0.14231499051233396
3.3000000000000016,0.056688804554079694,0.6382827324478179,0.0,0.3050284629981025,-0.13164136622390893,-0.0978415559772296,0.14112903225806453
3.4000000000000017,0.05787476280834915,0.6453984819734345,0.0,0.29672675521821634,-0.1334203036053131,-0.10495730550284586,0.13519924098671726
3.5000000000000018,0.056333017077798864,0.6532258064516129,0.0,0.29044117647058826,-0.12867647058823528,-0.10080645161290279,0.14112903225806409
3.600000000000002,0.0553842504743833,0.6574952561669829,0.0,0.28712049335863377,-0.1168168880455408,-0.08776091081593927,0.13816413662239047
3.700000000000002,0.05206356736242884,0.6606973434535104,0.0,0.2872390891840607,-0.10555028462998102,-0.09131878557874763,0.12571157495256166
3.800000000000002,0.051351992409867174,0.6688804554079696,0.0,0.2797675521821632,-0.11740986717267553,-0.09606261859582543,0.12037476280834915
3.900000000000002,0.051470588235294115,0.6750474383301708,0.0,0.2734819734345351,-0.11325901328273245,-0.0865749525616694,0.11918880455407926
4.000000000000002,0.05016603415559772,0.6796726755218216,0.0,0.2701612903225806,-0.11681688804554123,-0.08301707779886149,0.11029411764705925
4.100000000000001,0.05277514231499051,0.6861954459203036,0.0,0.2610294117647059,-0.12986242884250518,-0.08776091081593972,0.11918880455408012
4.200000000000001,0.05230075901328273,0.6909392789373814,0.0,0.2567599620493359,-0.1328273244781788,-0.08716793168880499,0.13401328273244825
4.300000000000001,0.05253795066413662,0.6942599620493358,0.0,0.2532020872865275,-0.12926944971537044,-0.09369070208728696,0.12274667931688847
4.4,0.053605313092979126,0.7038662239089184,0.0,0.24252846299810246,-0.12630455407969682,-0.0972485768500953,0.1304554079696399
4.5,0.051707779886148005,0.7070683111954459,0.0,0.24122390891840606,-0.1209677419354843,-0.0764943074003795,0.14112903225806495
4.6,0.049573055028463,0.7062381404174574,0.0,0.2441888045540797,-0.12156072106261903,-0.07945920303605357,0.13401328273244825
4.699999999999999,0.04921726755218216,0.7120493358633776,0.0,0.23873339658444023,-0.12689753320683156,-0.08894686907020916,0.13757115749525659
4.799999999999999,0.04743833017077799,0.7143026565464896,0.0,0.23825901328273244,-0.12037476280834958,-0.0859819734345351,0.1328273244781788
4.899999999999999,0.04672675521821632,0.719876660341556,0.0,0.2333965844402277,-0.12215370018975376,-0.08598197343453554,0.1185958254269454
4.999999999999998,0.04814990512333966,0.7249762808349146,0.0,0.22687381404174572,-0.11681688804554123,-0.07649430740037994,0.11503795066413705
5.099999999999998,0.04708254269449715,0.7274667931688804,0.0,0.2254506641366224,-0.11503795066413705,-0.0717504743833017,0.11800284629981068
5.1999999999999975,0.04755692599620493,0.7300759013282733,0.0,0.22236717267552183,-0.11740986717267596,-0.07590132827324521,0.12274667931688847
5.299999999999997,0.04601518026565465,0.7332779886148008,0.0,0.2207068311195446,-0.10851518026565508,-0.07471537001897577,0.11503795066413705
5.399999999999997,0.046252371916508536,0.736954459203036,0.0,0.2167931688804554,-0.12452561669829265,-0.08005218216318785,0.11503795066413705
5.4999999999999964,0.04791271347248577,0.7422912713472486,0.0,0.20979601518026567,-0.12749051233396627,-0.07708728652751423,0.12511859582542736
5.599999999999996,0.04672675521821632,0.7427656546489564,0.0,0.21050759013282733,-0.11325901328273288,-0.07412239089184104,0.1185958254269454
5.699999999999996,0.04684535104364326,0.7482210626185958,0.0,0.2049335863377609,-0.11503795066413705,-0.08123814041745774,0.11918880455408012
5.799999999999995,0.045896584440227706,0.7514231499051234,0.0,0.20268026565464894,-0.10555028462998145,-0.07412239089184061,0.12393263757115792
5.899999999999995,0.04316888045540797,0.7530834914611005,0.0,0.20374762808349145,-0.10080645161290366,-0.07175047438330213,0.12274667931688847
5.999999999999995,0.04150853889943074,0.7555740037950665,0.0,0.20291745730550284,-0.11503795066413662,-0.07471537001897577,0.1233396584440232
