Time,C_CO,C_O,C_O2,C_E
71.0,0.14339192708333334,0.015842013888888888,0.0,0.8407660590277778
72.0,0.14317491319444445,0.015787760416666668,0.0,0.8410373263888888
73.0,0.14225260416666666,0.016330295138888888,0.0,0.8414171006944444
74.0,0.14317491319444445,0.016276041666666668,0.0,0.8405490451388888
75.0,0.1420355902777778,0.016059027777777776,0.0,0.8419053819444444
76.0,0.14268663194444445,0.015896267361111112,0.0,0.8414171006944444
77.0,0.14246961805555555,0.015679253472222224,0.0,0.8418511284722222
78.0,0.1425238715277778,0.015733506944444444,0.0,0.8417426215277778
79.0,0.1426323784722222,0.015679253472222224,0.0,0.8416883680555556
80.0,0.1433376736111111,0.015407986111111112,5.425347222222222e-05,0.8412000868055556
81.0,0.14208984375,0.015245225694444444,0.0,0.8426649305555556
82.0,0.1442599826388889,0.015028211805555556,0.0,0.8407118055555556
83.0,0.142578125,0.016004774305555556,0.0,0.8414171006944444
84.0,0.14306640625,0.015407986111111112,0.0,0.8415256076388888
85.0,0.1439887152777778,0.015082465277777778,0.0,0.8409288194444444
86.0,0.14317491319444445,0.015842013888888888,0.0,0.8409830729166666
87.0,0.1416558159722222,0.016330295138888888,5.425347222222222e-05,0.8419596354166666
88.0,0.1428493923611111,0.015842013888888888,0.0,0.84130859375
89.0,0.1425238715277778,0.016004774305555556,0.0,0.8414713541666666
90.0,0.1425238715277778,0.016059027777777776,5.425347222222222e-05,0.8413628472222222
91.0,0.14295789930555555,0.015407986111111112,0.0,0.8416341145833334
92.0,0.1435004340277778,0.015462239583333334,0.0,0.8410373263888888
93.0,0.1437717013888889,0.014811197916666666,5.425347222222222e-05,0.8413628472222222
94.0,0.14404296875,0.014811197916666666,5.425347222222222e-05,0.8410915798611112
95.0,0.14388020833333334,0.014539930555555556,0.00010850694444444444,0.8414713541666666
96.0,0.1436089409722222,0.014268663194444444,0.0,0.8421223958333334
97.0,0.1435546875,0.014919704861111112,0.0,0.8415256076388888
98.0,0.1436089409722222,0.014973958333333334,0.0,0.8414171006944444
99.0,0.14453125,0.014756944444444444,0.0,0.8407118055555556
100.0,0.1439887152777778,0.01513671875,0.0,0.8408745659722222
101.0,0.1438259548611111,0.015245225694444444,0.0,0.8409288194444444
102.0,0.14241536458333334,0.015679253472222224,0.0,0.8419053819444444
103.0,0.14274088541666666,0.015625,0.0,0.8416341145833334
104.0,0.1427951388888889,0.015733506944444444,0.0,0.8414713541666666
105.0,0.14241536458333334,0.015950520833333332,5.425347222222222e-05,0.8415798611111112
106.0,0.14317491319444445,0.015625,0.0,0.8412000868055556
107.0,0.14219835069444445,0.016221788194444444,5.425347222222222e-05,0.8415256076388888
108.0,0.1416015625,0.016221788194444444,0.0,0.8421766493055556
109.0,0.14171006944444445,0.016818576388888888,5.425347222222222e-05,0.8414171006944444
110.0,0.14149305555555555,0.01708984375,0.0,0.8414171006944444
111.0,0.14143880208333334,0.017144097222222224,0.0,0.8414171006944444
112.0,0.14111328125,0.017252604166666668,0.0,0.8416341145833334
113.0,0.1413302951388889,0.017415364583333332,0.0,0.8412543402777778
114.0,0.1410590277777778,0.017361111111111112,0.0,0.8415798611111112
115.0,0.14100477430555555,0.017523871527777776,0.0,0.8414713541666666
116.0,0.1411675347222222,0.017578125,5.425347222222222e-05,0.8412000868055556
117.0,0.1418728298611111,0.017686631944444444,0.0,0.8404405381944444
118.0,0.1410590277777778,0.017415364583333332,0.0,0.8415256076388888
119.0,0.14143880208333334,0.017035590277777776,0.0,0.8415256076388888
120.0,0.1420355902777778,0.016981336805555556,0.0,0.8409830729166666
121.0,0.14095052083333334,0.017361111111111112,0.0,0.8416883680555556
122.0,0.14149305555555555,0.017740885416666668,0.0,0.8407660590277778
123.0,0.1411675347222222,0.017740885416666668,5.425347222222222e-05,0.8410373263888888
124.0,0.14002821180555555,0.018283420138888888,0.0,0.8416883680555556
125.0,0.14078776041666666,0.01806640625,0.0,0.8411458333333334
126.0,0.1400824652777778,0.018717447916666668,0.0,0.8412000868055556
127.0,0.1391059027777778,0.019368489583333332,0.0,0.8415256076388888
128.0,0.1392144097222222,0.019802517361111112,0.0,0.8409830729166666
129.0,0.1408962673611111,0.018771701388888888,0.0,0.84033203125
130.0,0.1398654513888889,0.01904296875,0.0,0.8410915798611112
131.0,0.1413302951388889,0.018012152777777776,0.0,0.8406575520833334
132.0,0.1404079861111111,0.017849392361111112,0.0,0.8417426215277778
133.0,0.14122178819444445,0.017849392361111112,0.0,0.8409288194444444
134.0,0.1399197048611111,0.018500434027777776,0.0,0.8415798611111112
135.0,0.14046223958333334,0.018120659722222224,0.0,0.8414171006944444
136.0,0.1416558159722222,0.017632378472222224,5.425347222222222e-05,0.8406575520833334
137.0,0.14073350694444445,0.016981336805555556,0.0,0.84228515625
138.0,0.1406792534722222,0.017144097222222224,0.00010850694444444444,0.8420681423611112
139.0,0.14241536458333334,0.017306857638888888,0.0,0.8402777777777778
140.0,0.1416015625,0.017144097222222224,0.0,0.8412543402777778
141.0,0.14322916666666666,0.016276041666666668,0.0,0.8404947916666666
142.0,0.1420355902777778,0.016872829861111112,5.425347222222222e-05,0.8410373263888888
143.0,0.1416558159722222,0.016330295138888888,0.0,0.8420138888888888
144.0,0.14290364583333334,0.015516493055555556,0.0,0.8415798611111112
145.0,0.14290364583333334,0.015407986111111112,0.0,0.8416883680555556
146.0,0.14322916666666666,0.015842013888888888,0.0,0.8409288194444444
147.0,0.1435546875,0.015407986111111112,0.0,0.8410373263888888
148.0,0.14208984375,0.01611328125,0.0,0.841796875
149.0,0.1423611111111111,0.016276041666666668,0.0,0.8413628472222222
150.0,0.14246961805555555,0.016221788194444444,5.425347222222222e-05,0.8412543402777778
151.0,0.14268663194444445,0.016872829861111112,0.0,0.8404405381944444
152.0,0.14149305555555555,0.01708984375,0.0,0.8414171006944444
153.0,0.1416558159722222,0.017361111111111112,5.425347222222222e-05,0.8409288194444444
154.0,0.1413845486111111,0.016547309027777776,0.0,0.8420681423611112
155.0,0.14100477430555555,0.017306857638888888,0.0,0.8416883680555556
156.0,0.14100477430555555,0.018283420138888888,0.0,0.8407118055555556
157.0,0.14046223958333334,0.018120659722222224,0.0,0.8414171006944444
158.0,0.1400824652777778,0.018229166666666668,0.0,0.8416883680555556
159.0,0.14176432291666666,0.017740885416666668,0.0,0.8404947916666666
160.0,0.1410590277777778,0.017957899305555556,5.425347222222222e-05,0.8409288194444444
161.0,0.13997395833333334,0.018608940972222224,0.0,0.8414171006944444
162.0,0.14051649305555555,0.018174913194444444,0.0,0.84130859375
163.0,0.13953993055555555,0.018825954861111112,0.0,0.8416341145833334
164.0,0.1410590277777778,0.018337673611111112,0.0,0.8406032986111112
165.0,0.1410590277777778,0.017686631944444444,0.0,0.8412543402777778
166.0,0.14051649305555555,0.017849392361111112,0.0,0.8416341145833334
167.0,0.14073350694444445,0.017632378472222224,0.0,0.8416341145833334
168.0,0.14013671875,0.017849392361111112,0.0,0.8420138888888888
169.0,0.1415473090277778,0.017469618055555556,0.0,0.8409830729166666
170.0,0.1411675347222222,0.017415364583333332,5.425347222222222e-05,0.8413628472222222
171.0,0.14219835069444445,0.01708984375,0.0,0.8407118055555556
172.0,0.1408420138888889,0.017198350694444444,0.0,0.8419596354166666
173.0,0.14192708333333334,0.016818576388888888,0.0,0.8412543402777778
174.0,0.142578125,0.016764322916666668,0.0,0.8406575520833334
175.0,0.14176432291666666,0.016818576388888888,0.0,0.8414171006944444
176.0,0.140625,0.016764322916666668,0.0,0.8426106770833334
177.0,0.14122178819444445,0.017198350694444444,0.0,0.8415798611111112
178.0,0.14192708333333334,0.017578125,0.0,0.8404947916666666
179.0,0.14192708333333334,0.016764322916666668,0.0,0.84130859375
180.0,0.14176432291666666,0.016927083333333332,0.0,0.84130859375
181.0,0.1416558159722222,0.016493055555555556,5.425347222222222e-05,0.841796875
182.0,0.1430121527777778,0.015679253472222224,5.425347222222222e-05,0.8412543402777778
183.0,0.14127604166666666,0.016221788194444444,0.0,0.8425021701388888
184.0,0.14274088541666666,0.015679253472222224,0.0,0.8415798611111112
185.0,0.14306640625,0.015245225694444444,0.0,0.8416883680555556
186.0,0.14225260416666666,0.01611328125,0.0,0.8416341145833334
187.0,0.14192708333333334,0.016384548611111112,0.0,0.8416883680555556
188.0,0.14219835069444445,0.016276041666666668,5.425347222222222e-05,0.8414713541666666
189.0,0.14241536458333334,0.015842013888888888,0.0,0.8417426215277778
190.0,0.14198133680555555,0.015896267361111112,0.0,0.8421223958333334
191.0,0.1421440972222222,0.015950520833333332,5.425347222222222e-05,0.8418511284722222
192.0,0.14149305555555555,0.016872829861111112,0.0,0.8416341145833334
193.0,0.1418185763888889,0.016493055555555556,5.425347222222222e-05,0.8416341145833334
194.0,0.14149305555555555,0.016818576388888888,0.0,0.8416883680555556
195.0,0.14274088541666666,0.0166015625,0.0,0.8406575520833334
196.0,0.14176432291666666,0.016710069444444444,0.0,0.8415256076388888
197.0,0.14208984375,0.017523871527777776,0.0,0.8403862847222222
198.0,0.1426323784722222,0.017252604166666668,0.0,0.8401150173611112
199.0,0.14219835069444445,0.0166015625,0.0,0.8412000868055556
200.0,0.1418185763888889,0.01708984375,0.0,0.8410915798611112
201.0,0.1408962673611111,0.016927083333333332,5.425347222222222e-05,0.8421223958333334
202.0,0.1416015625,0.016872829861111112,0.0,0.8415256076388888
203.0,0.14111328125,0.01708984375,0.0,0.841796875
204.0,0.14198133680555555,0.017523871527777776,0.0,0.8404947916666666
205.0,0.1408420138888889,0.017469618055555556,0.0,0.8416883680555556
206.0,0.1411675347222222,0.017198350694444444,5.425347222222222e-05,0.8415798611111112
207.0,0.14111328125,0.017144097222222224,0.0,0.8417426215277778
208.0,0.14192708333333334,0.017198350694444444,0.0,0.8408745659722222
209.0,0.1416015625,0.016927083333333332,0.0,0.8414713541666666
210.0,0.1421440972222222,0.016330295138888888,5.425347222222222e-05,0.8414713541666666
211.0,0.14149305555555555,0.017035590277777776,0.0,0.8414713541666666
212.0,0.14219835069444445,0.016330295138888888,0.0,0.8414713541666666
213.0,0.14290364583333334,0.016438802083333332,0.0,0.8406575520833334
214.0,0.14241536458333334,0.016221788194444444,0.0,0.8413628472222222
215.0,0.1431206597222222,0.016059027777777776,0.0,0.8408203125
216.0,0.142578125,0.016330295138888888,0.0,0.8410915798611112
