               Entry              Nevents                           Time                    Temperature                         Energy                  O*                  CO*                  O2*                   O2                   CO                  CO2
                   1                    0         0.0000000000000000E+00         4.2300000000000000E+02        -1.5415296000000000E+04                   0                10240                    0                    0                    0                    0
                   2               235462         1.0000000000000001E-01         4.2300000000000000E+02        -1.5490778399999979E+04                  32                10267                    0                  -18                  -31                    4
                   3               265094         2.0000000000000001E-01         4.2300000000000000E+02        -1.5490142399999966E+04                  52                10252                    0                  -38                  -36                   24
                   4               289854         3.0000000000000004E-01         4.2300000000000000E+02        -1.5492958199999961E+04                  66                10244                    0                  -60                  -58                   54
                   5               316432         4.0000000000000002E-01         4.2300000000000000E+02        -1.5492485199999946E+04                  86                10229                    0                  -85                  -73                   84
                   6               343368         5.0000000000000000E-01         4.2300000000000000E+02        -1.5469196799999938E+04                  99                10204                    0                 -106                  -77                  113
                   7               368199         5.9999999999999998E-01         4.2300000000000000E+02        -1.5443046199999935E+04                 101                10185                    0                 -125                  -94                  149
                   8               392307         6.9999999999999996E-01         4.2300000000000000E+02        -1.5380209199999934E+04                 101                10143                    0                 -144                  -90                  187
                   9               417111         7.9999999999999993E-01         4.2300000000000000E+02        -1.5315652199999931E+04                 111                10093                    0                 -172                  -86                  233
                  10               456801         8.9999999999999991E-01         4.2300000000000000E+02        -1.5282992799999918E+04                 129                10058                    0                 -207                 -103                  285
                  11               496837         9.9999999999999989E-01         4.2300000000000000E+02        -1.5158641199999927E+04                 111                 9988                    0                 -227                  -91                  343
                  12               537314         1.0999999999999999E+00         4.2300000000000000E+02        -1.5095605399999931E+04                 107                 9949                    0                 -253                 -108                  399
                  13               572862         1.2000000000000000E+00         4.2300000000000000E+02        -1.5091191599999913E+04                 133                 9927                    0                 -286                 -126                  439
                  14               607247         1.3000000000000000E+00         4.2300000000000000E+02        -1.5040679199999917E+04                 131                 9895                    0                 -308                 -140                  485
                  15               644824         1.4000000000000001E+00         4.2300000000000000E+02        -1.5017532599999900E+04                 158                 9860                    0                 -346                 -154                  534
                  16               694289         1.5000000000000002E+00         4.2300000000000000E+02        -1.4934214999999913E+04                 135                 9821                    0                 -369                 -184                  603
                  17               740246         1.6000000000000003E+00         4.2300000000000000E+02        -1.4865448199999912E+04                 141                 9771                    0                 -402                 -194                  663
                  18               794385         1.7000000000000004E+00         4.2300000000000000E+02        -1.4804227799999910E+04                 144                 9728                    0                 -433                 -210                  722
                  19               843864         1.8000000000000005E+00         4.2300000000000000E+02        -1.4767123999999907E+04                 150                 9699                    0                 -458                 -225                  766
                  20               886312         1.9000000000000006E+00         4.2300000000000000E+02        -1.4690075399999914E+04                 137                 9657                    0                 -480                 -240                  823
                  21               937230         2.0000000000000004E+00         4.2300000000000000E+02        -1.4653505599999915E+04                 138                 9632                    0                 -508                 -270                  878
                  22               988371         2.1000000000000005E+00         4.2300000000000000E+02        -1.4657776399999902E+04                 157                 9621                    0                 -547                 -318                  937
