               Entry              Nevents                           Time                    Temperature                         Energy                  O*                  CO*                  O2*                   O2                   CO                  CO2
                   1                    0         0.0000000000000000E+00         4.2300000000000000E+02        -1.7484160599999865E+04                2048                10240                    0                    0                    0                    0
                   2               940602         1.0000000000000001E-01         4.2300000000000000E+02        -1.5675614800000716E+04                1294                 9472                    0                  -16                  -18                  786
                   3              1346689         2.0000000000000001E-01         4.2300000000000000E+02        -1.4564388200000996E+04                 866                 9043                    0                  -36                  -57                 1254
                   4              1557899         3.0000000000000004E-01         4.2300000000000000E+02        -1.3956792400001134E+04                 647                 8797                    0                  -67                  -92                 1535
                   5              1752524         4.0000000000000002E-01         4.2300000000000000E+02        -1.3456646800001239E+04                 474                 8589                    0                  -99                 -121                 1772
                   6              1891928         5.0000000000000000E-01         4.2300000000000000E+02        -1.3163537000001304E+04                 385                 8459                    0                 -139                 -160                 1941
                   7              2011373         5.9999999999999998E-01         4.2300000000000000E+02        -1.2940304600001344E+04                 313                 8362                    0                 -168                 -193                 2071
                   8              2097540         6.9999999999999996E-01         4.2300000000000000E+02        -1.2746937000001371E+04                 275                 8261                    0                 -211                 -216                 2195
                   9              2183246         7.9999999999999993E-01         4.2300000000000000E+02        -1.2683876000001383E+04                 260                 8230                    0                 -248                 -274                 2284
                  10              2267296         8.9999999999999991E-01         4.2300000000000000E+02        -1.2618547800001392E+04                 244                 8198                    0                 -280                 -322                 2364
                  11              2352644         9.9999999999999989E-01         4.2300000000000000E+02        -1.2472520400001406E+04                 217                 8120                    0                 -315                 -341                 2461
                  12              2409576         1.0999999999999999E+00         4.2300000000000000E+02        -1.2458626800001402E+04                 234                 8099                    0                 -358                 -389                 2530
                  13              2466644         1.2000000000000000E+00         4.2300000000000000E+02        -1.2407917000001404E+04                 230                 8068                    0                 -396                 -438                 2610
                  14              2523968         1.3000000000000000E+00         4.2300000000000000E+02        -1.2327569000001398E+04                 230                 8014                    0                 -442                 -476                 2702
                  15              2588258         1.4000000000000001E+00         4.2300000000000000E+02        -1.2266312800001400E+04                 229                 7974                    0                 -486                 -525                 2791
                  16              2659260         1.5000000000000002E+00         4.2300000000000000E+02        -1.2184768200001394E+04                 241                 7911                    0                 -540                 -558                 2887
                  17              2736640         1.6000000000000003E+00         4.2300000000000000E+02        -1.2087035000001395E+04                 235                 7850                    0                 -582                 -587                 2977
                  18              2818449         1.7000000000000004E+00         4.2300000000000000E+02        -1.2074087600001374E+04                 273                 7814                    0                 -644                 -637                 3063
                  19              2898155         1.8000000000000005E+00         4.2300000000000000E+02        -1.2002230800001358E+04                 289                 7754                    0                 -700                 -673                 3159
                  20              2983346         1.9000000000000006E+00         4.2300000000000000E+02        -1.1977919400001350E+04                 307                 7725                    0                 -748                 -722                 3237
                  21              3049935         2.0000000000000004E+00         4.2300000000000000E+02        -1.1873474600001360E+04                 288                 7669                    0                 -795                 -779                 3350
                  22              3140571         2.1000000000000005E+00         4.2300000000000000E+02        -1.1771727600001374E+04                 278                 7609                    0                 -845                 -829                 3460
                  23              3226032         2.2000000000000006E+00         4.2300000000000000E+02        -1.1712347800001358E+04                 299                 7554                    0                 -906                 -875                 3561
                  24              3301641         2.3000000000000007E+00         4.2300000000000000E+02        -1.1686013000001351E+04                 315                 7525                    0                 -959                 -936                 3651
                  25              3377398         2.4000000000000008E+00         4.2300000000000000E+02        -1.1627106200001350E+04                 316                 7485                    0                -1009                 -995                 3750
                  26              3451528         2.5000000000000009E+00         4.2300000000000000E+02        -1.1583597000001339E+04                 325                 7449                    0                -1065                -1062                 3853
                  27              3547335         2.6000000000000010E+00         4.2300000000000000E+02        -1.1485703400001335E+04                 342                 7372                    0                -1140                -1118                 3986
                  28              3627097         2.7000000000000011E+00         4.2300000000000000E+02        -1.1383459600001333E+04                 343                 7303                    0                -1191                -1150                 4087
                  29              3709579         2.8000000000000012E+00         4.2300000000000000E+02        -1.1320205200001328E+04                 351                 7255                    0                -1251                -1214                 4199
                  30              3791368         2.9000000000000012E+00         4.2300000000000000E+02        -1.1244346600001320E+04                 358                 7199                    0                -1309                -1267                 4308
                  31              3877941         3.0000000000000013E+00         4.2300000000000000E+02        -1.1199224800001295E+04                 389                 7146                    0                -1382                -1329                 4423
                  32              3972709         3.1000000000000014E+00         4.2300000000000000E+02        -1.1134676600001287E+04                 408                 7089                    1                -1454                -1395                 4546
                  33              4078529         3.2000000000000015E+00         4.2300000000000000E+02        -1.0975445200001297E+04                 386                 6999                    0                -1506                -1433                 4674
                  34              4187812         3.3000000000000016E+00         4.2300000000000000E+02        -1.0888363000001302E+04                 385                 6942                    0                -1563                -1491                 4789
                  35              4282542         3.4000000000000017E+00         4.2300000000000000E+02        -1.0770549400001300E+04                 387                 6862                    0                -1628                -1539                 4917
                  36              4375163         3.5000000000000018E+00         4.2300000000000000E+02        -1.0729300800001274E+04                 429                 6804                    0                -1706                -1595                 5031
                  37              4482396         3.6000000000000019E+00         4.2300000000000000E+02        -1.0611507000001287E+04                 415                 6736                    0                -1767                -1663                 5167
                  38              4579528         3.7000000000000020E+00         4.2300000000000000E+02        -1.0561758000001260E+04                 450                 6677                    0                -1846                -1727                 5290
                  39              4678398         3.8000000000000020E+00         4.2300000000000000E+02        -1.0424221800001264E+04                 439                 6593                    0                -1905                -1772                 5419
                  40              4755323         3.9000000000000021E+00         4.2300000000000000E+02        -1.0326920600001258E+04                 443                 6525                    0                -1970                -1830                 5545
                  41              4858516         4.0000000000000018E+00         4.2300000000000000E+02        -1.0154506600001287E+04                 408                 6436                    0                -2025                -1886                 5690
                  42              4961118         4.1000000000000014E+00         4.2300000000000000E+02        -1.0107838400001263E+04                 442                 6380                    0                -2103                -1952                 5812
                  43              5067043         4.2000000000000011E+00         4.2300000000000000E+02        -1.0024457200001256E+04                 461                 6311                    0                -2174                -2006                 5935
                  44              5150663         4.3000000000000007E+00         4.2300000000000000E+02        -9.9797674000012248E+03                 502                 6251                    0                -2256                -2069                 6058
                  45              5261319         4.4000000000000004E+00         4.2300000000000000E+02        -9.8856994000012182E+03                 512                 6181                    0                -2334                -2145                 6204
                  46              5390820         4.5000000000000000E+00         4.2300000000000000E+02        -9.7895834000012055E+03                 532                 6102                    1                -2418                -2212                 6350
                  47              5519010         4.5999999999999996E+00         4.2300000000000000E+02        -9.6041976000012255E+03                 503                 6000                    0                -2484                -2273                 6513
                  48              5644858         4.6999999999999993E+00         4.2300000000000000E+02        -9.5334022000011992E+03                 541                 5925                    0                -2571                -2334                 6649
                  49              5761706         4.7999999999999989E+00         4.2300000000000000E+02        -9.4407878000011933E+03                 554                 5854                    0                -2655                -2418                 6804
                  50              5899036         4.8999999999999986E+00         4.2300000000000000E+02        -9.3749098000011709E+03                 584                 5788                    0                -2735                -2482                 6934
                  51              5986008         4.9999999999999982E+00         4.2300000000000000E+02        -9.3134960000011524E+03                 610                 5728                    0                -2816                -2558                 7070
                  52              6110957         5.0999999999999979E+00         4.2300000000000000E+02        -9.1479606000011572E+03                 613                 5616                    0                -2896                -2603                 7227
                  53              6244018         5.1999999999999975E+00         4.2300000000000000E+02        -9.0315662000011525E+03                 616                 5536                    0                -2975                -2678                 7382
                  54              6377850         5.2999999999999972E+00         4.2300000000000000E+02        -8.9792796000011367E+03                 638                 5485                    0                -3055                -2765                 7520
                  55              6501692         5.3999999999999968E+00         4.2300000000000000E+02        -8.9219934000011217E+03                 667                 5426                    0                -3148                -2863                 7677
                  56              6618641         5.4999999999999964E+00         4.2300000000000000E+02        -8.8224952000011144E+03                 676                 5353                    0                -3225                -2935                 7822
                  57              6727718         5.5999999999999961E+00         4.2300000000000000E+02        -8.7230818000010968E+03                 709                 5263                    0                -3318                -2998                 7975
                  58              6856633         5.6999999999999957E+00         4.2300000000000000E+02        -8.6284374000010739E+03                 752                 5169                    0                -3420                -3065                 8136
                  59              6993725         5.7999999999999954E+00         4.2300000000000000E+02        -8.5449622000010659E+03                 756                 5110                    0                -3503                -3168                 8298
                  60              7136092         5.8999999999999950E+00         4.2300000000000000E+02        -8.4889574000010416E+03                 797                 5043                    0                -3605                -3264                 8461
                  61              7248240         5.9999999999999947E+00         4.2300000000000000E+02        -8.3276438000010403E+03                 799                 4934                    0                -3691                -3325                 8631
                  62              7392432         6.0999999999999943E+00         4.2300000000000000E+02        -8.2271942000010258E+03                 821                 4851                    0                -3782                -3402                 8791
                  63              7514716         6.1999999999999940E+00         4.2300000000000000E+02        -8.1530356000010097E+03                 853                 4779                    0                -3884                -3502                 8963
                  64              7654679         6.2999999999999936E+00         4.2300000000000000E+02        -8.0356210000010169E+03                 865                 4691                    0                -3973                -3580                 9129
                  65              7799917         6.3999999999999932E+00         4.2300000000000000E+02        -7.9528362000010256E+03                 896                 4613                    0                -4078                -3681                 9308
                  66              7930547         6.4999999999999929E+00         4.2300000000000000E+02        -7.9105952000010466E+03                 981                 4523                    0                -4200                -3750                 9467
                  67              8075592         6.5999999999999925E+00         4.2300000000000000E+02        -7.7900386000010476E+03                 998                 4431                    0                -4300                -3841                 9650
                  68              8210078         6.6999999999999922E+00         4.2300000000000000E+02        -7.6677238000010630E+03                1059                 4305                    0                -4423                -3900                 9835
                  69              8370627         6.7999999999999918E+00         4.2300000000000000E+02        -7.5393306000010643E+03                1083                 4203                    0                -4532                -3992                10029
                  70              8522242         6.8999999999999915E+00         4.2300000000000000E+02        -7.4766900000010819E+03                1125                 4129                    0                -4641                -4094                10205
                  71              8668328         6.9999999999999911E+00         4.2300000000000000E+02        -7.3840690000010909E+03                1170                 4035                    0                -4754                -4181                10386
                  72              8826741         7.0999999999999908E+00         4.2300000000000000E+02        -7.2445744000010991E+03                1197                 3922                    0                -4871                -4275                10593
                  73              9003761         7.1999999999999904E+00         4.2300000000000000E+02        -7.0519132000011014E+03                1206                 3787                    0                -4983                -4355                10808
                  74              9185224         7.2999999999999901E+00         4.2300000000000000E+02        -6.9025824000011098E+03                1247                 3658                    0                -5114                -4447                11029
