Press,Covg
1e-10,0.1182136532820712
1e-09,0.5587406428121993
1e-08,0.9231099984269748
1e-07,0.9915853985074775
1e-06,0.9985703975127691
0.0001,0.9993276328512468
0.25,0.999333777481679
0.5,0.999333777481679
1.0,0.999333777481679
2.5,0.999333777481679
4.0,0.999333777481679
6.0,0.999333777481679
9.0,0.999333777481679
12.0,0.999333777481679
15.0,0.999333777481679
18.0,0.999333777481679
