               Entry              Nevents                           Time                    Temperature                         Energy                  O*                  CO*                  O2*                   O2                   CO                  CO2
                   1                    0         0.0000000000000000E+00         4.2300000000000000E+02         6.2385360000019398E+02                   0                10240                    0                    0                    0                    0
                   2              1024857         1.0000000000000001E-01         4.2300000000000000E+02        -3.7300727999983096E+03                 236                 2318                    1                 -119                 7922                    0
                   3              1332907         2.0000000000000001E-01         4.2300000000000000E+02        -3.5864487999981388E+03                 586                 1967                    1                 -294                 8273                    0
                   4              1579576         3.0000000000000004E-01         4.2300000000000000E+02        -3.4384536999979391E+03                 875                 1653                    0                 -438                 8586                    1
                   5              1828718         4.0000000000000002E-01         4.2300000000000000E+02        -3.3182525999977333E+03                1154                 1369                    0                 -578                 8869                    2
                   6              1947107         5.0000000000000000E-01         4.2300000000000000E+02        -3.2832366999975347E+03                1344                 1204                    1                 -674                 9034                    2
                   7              2138457         5.9999999999999998E-01         4.2300000000000000E+02        -3.1868525999973085E+03                1550                  986                    0                 -776                 9252                    2
                   8              2267218         6.9999999999999996E-01         4.2300000000000000E+02        -3.1225079999971636E+03                1680                  848                    0                 -841                 9390                    2
                   9              2373839         7.9999999999999993E-01         4.2300000000000000E+02        -3.0412794999970283E+03                1776                  716                    0                 -889                 9522                    2
                  10              2449855         8.9999999999999991E-01         4.2300000000000000E+02        -2.9908128999969158E+03                1850                  624                    0                 -926                 9614                    2
                  11              2516498         9.9999999999999989E-01         4.2300000000000000E+02        -2.9386869999968721E+03                1927                  535                    0                 -965                 9702                    3
                  12              2587812         1.0999999999999999E+00         4.2300000000000000E+02        -2.9089113999967371E+03                2016                  447                    0                -1010                 9789                    4
                  13              2642554         1.2000000000000000E+00         4.2300000000000000E+02        -2.8638247999966643E+03                2065                  376                    0                -1035                 9859                    5
                  14              2694320         1.3000000000000000E+00         4.2300000000000000E+02        -2.8485319999965786E+03                2111                  331                    1                -1060                 9902                    7
                  15              2727147         1.4000000000000001E+00         4.2300000000000000E+02        -2.8337767999965954E+03                2135                  305                    1                -1072                 9928                    7
                  16              2755166         1.5000000000000002E+00         4.2300000000000000E+02        -2.8110088999965392E+03                2154                  271                    1                -1082                 9961                    8
                  17              2777978         1.6000000000000003E+00         4.2300000000000000E+02        -2.7909790999965230E+03                2186                  236                    0                -1097                 9996                    8
