Time,CO*,O*,O2*,*,R_CO,R_O2,R_CO2
0.0,0.1111111111111111,0.3333333333333333,0.0,0.5555555555555556,-0.018269856770833332,0.0,0.005
100.0,0.99560546875,0.0,0.0,0.00439453125,-0.006086697048611111,0.0,0.0016666666666666666
200.0,0.9951171875,0.0,0.0,0.0048828125,1.0850694444444444e-06,0.0,0.0
300.0,0.9953884548611112,0.0,0.0,0.004611545138888889,-5.425347222222222e-07,0.0,0.0
400.0,0.9952256944444444,0.0,0.0,0.004774305555555556,2.170138888888889e-06,0.0,0.0
500.0,0.9949544270833334,0.0,0.0,0.005045572916666667,-1.6276041666666666e-06,0.0,0.0
600.0,0.9955512152777778,0.0,0.0,0.004448784722222222,-2.7126736111111112e-06,0.0,0.0
700.0,0.9954969618055556,0.0,0.0,0.004503038194444444,2.44140625e-06,0.0,0.0
800.0,0.9950629340277778,0.0,0.0,0.004937065972222222,2.712673611111111e-07,0.0,0.0
900.0,0.9954427083333334,0.0,0.0,0.004557291666666667,-2.170138888888889e-06,0.0,0.0
1000.0,0.9954969618055556,0.0,0.0,0.004503038194444444,5.425347222222222e-07,0.0,0.0
1100.0,0.9953342013888888,0.0,0.0,0.004665798611111111,-1.898871527777778e-06,0.0,0.0
1200.0,0.9958767361111112,0.0,0.0,0.004123263888888889,-2.44140625e-06,0.0,0.0
1300.0,0.9958224826388888,0.0,0.0,0.004177517361111111,1.0850694444444444e-06,0.0,0.0
1400.0,0.9956597222222222,0.0,0.0,0.004340277777777778,-1.898871527777778e-06,0.0,0.0
1500.0,0.9962022569444444,0.0,0.0,0.0037977430555555555,1.3563368055555556e-06,0.0,0.0
1600.0,0.9953884548611112,0.0,0.0,0.004611545138888889,4.8828125e-06,0.0,0.0
1700.0,0.9952256944444444,0.0,0.0,0.004774305555555556,-2.712673611111111e-07,0.0,0.0
1800.0,0.9954427083333334,0.0,0.0,0.004557291666666667,-3.255208333333333e-06,0.0,0.0
1900.0,0.9958767361111112,0.0,0.0,0.004123263888888889,-2.44140625e-06,0.0,0.0
2000.0,0.9959309895833334,0.0,0.0,0.004069010416666667,5.425347222222222e-07,0.0,0.0
2100.0,0.9957682291666666,0.0,0.0,0.004231770833333333,-8.138020833333333e-07,0.0,0.0
2200.0,0.99609375,0.0,0.0,0.00390625,-3.255208333333333e-06,0.0,0.0
2300.0,0.9964192708333334,0.0,0.0,0.0035807291666666665,-5.425347222222222e-07,0.0,0.0
