time,CO*,H2O*,H*,OH*,COOH*,CO2*,*
4.4393382669172233e-13,0.45317079290850754,0.47873863296413244,0.016524726167319342,0.016420692968646133,0.00010335970635384234,3.4831077351579475e-06,0.03503831217727198
4.622826766752673e-13,0.4513284702924989,0.47810134097716256,0.016970361334165147,0.016858205594166818,0.00011120472338391232,3.937356515031338e-06,0.036626479722073495
4.917020977049234e-13,0.4483897741422879,0.47710765673750155,0.01765727404441385,0.017531722341944354,0.00012407102332049973,4.725696801646618e-06,0.03918477601369285
5.211215187345795e-13,0.44546968731952763,0.47614468309516583,0.01831409936863866,0.01817471913385026,0.00013726265276175055,5.586034560113483e-06,0.04175396239545752
5.505409397642356e-13,0.44256811826425296,0.4752088537287518,0.01894438683006398,0.018790772888637078,0.0001507494712749326,6.516000617503321e-06,0.044330602816365014
5.799603607938917e-13,0.43968497298406933,0.4742973487342893,0.019550941346583,0.01938271311507749,0.00016450454518763348,7.51316933249786e-06,0.0469120061054252
6.093797818235478e-13,0.43682015561638354,0.47340788827433006,0.020136029295627744,0.019952828420570237,0.00017850351880939212,8.575138587152486e-06,0.04949601973565628
6.387992028532039e-13,0.4339735688781863,0.4725385805522815,0.020701530297410738,0.020503018664938876,0.00019272412459358528,9.699578857994573e-06,0.05208087790369479
6.679740619119832e-13,0.43116855271899013,0.4716948206350063,0.021244556853679455,0.021030546099634215,0.00020702516261940295,1.0874164847629231e-05,0.05464362436518646
6.971489209707624e-13,0.42838127187105074,0.4708679564635341,0.02177122327217549,0.021541415781408585,0.0002215053809489668,1.2105904174067042e-05,0.05720452132667189
7.263237800295417e-13,0.4256116289548711,0.4700568211636194,0.022282687308384064,0.022036800874359674,0.00023614746559454716,1.3392799362212216e-05,0.05976252143377286
7.55498639088321e-13,0.4228595261056077,0.46926039114752516,0.02277996411972787,0.022517730840035038,0.00025093522859293476,1.4732934014575557e-05,0.062316719624460476
7.846734981471002e-13,0.42012486510232905,0.4684777587507285,0.02326395353969798,0.022985118841593405,0.00026585348637686015,1.612446442908568e-05,0.06486632581480897
8.138483572058795e-13,0.41740754747426917,0.46770811340487095,0.023735458829458447,0.023439780605358836,0.00028088796147561376,1.7565610512436777e-05,0.06741064611401822
8.557126431201039e-13,0.4135384507939311,0.4666249627219333,0.024391660232746602,0.024071412804600525,0.0003026378515335404,1.9716808035148133e-05,0.07105115878718349
8.975769290343283e-13,0.40970457043542285,0.465565173923539,0.02502550247236928,0.024680243386021417,0.00032456240984296856,2.196169191075169e-05,0.0746779856808576
9.394412149485527e-13,0.4059056146630802,0.46452709671906306,0.025638618541648672,0.025267934846754582,0.0003466274599116408,2.429551092034032e-05,0.07828981225858539
9.81305500862777e-13,0.4021412920725952,0.4635092762433965,0.02623244724536722,0.02583595328951059,0.0003688013609919215,2.671366144595842e-05,0.08188551612665639
1.0231697867770014e-12,0.39841131183862627,0.4625104257075786,0.02680826037803373,0.026385595863452876,0.0003910547636590861,2.9211670634980297e-05,0.0854641397779783
1.0856743041081277e-12,0.3929056355644773,0.4610519696046792,0.02763685598462369,0.027174498424126413,0.000424369005740313,3.3080488884160946e-05,0.09077359092743273
1.148178821439254e-12,0.387474905358928,0.4596299553079518,0.02843106252380797,0.027928333422541946,0.000457717064121485,3.71036553417692e-05,0.0960409226672708
1.2106833387703803e-12,0.3821181657590691,0.45824152577882143,0.029193696956256437,0.02864998348579101,0.0004910242418828677,4.1267729702494815e-05,0.10126433604844058
1.2731878561015067e-12,0.37683446804627785,0.4568841970692774,0.029927205899428138,0.0293419553283252,0.0005242230762136207,4.5559778232349334e-05,0.10644239080220919
1.335692373432633e-12,0.3716228708994291,0.455555802470076,0.030633721047655434,0.030006435903037774,0.000557252555501534,4.996735517246812e-05,0.1115739497690916
1.4107924887623858e-12,0.3654551004519379,0.4539953080693325,0.03144953765742363,0.030771161147153996,0.00059663636847771,5.539907197710107e-05,0.11767685723366095
1.4858926040921386e-12,0.3593884669369647,0.45247094261695353,0.032231924812932605,0.03150189347915339,0.0006356103701723289,6.0960502433849516e-05,0.12371020128135338
1.5609927194218913e-12,0.35342138537609924,0.4509801639230242,0.032983373679949496,0.0322011985165484,0.0006740983808090943,6.663278895682496e-05,0.12967314733457647
