               Entry              Nevents                           Time                    Temperature                         Energy                  O*                  CO*                  O2*                   O2                   CO                  CO2
                   1                    0         0.0000000000000000E+00         4.2300000000000000E+02        -6.1992960000000003E+03                   0                 4096                    0                    0                    0                    0
                   2              5418363         1.0000000000000001E-01         4.2300000000000000E+02        -1.6873153199994445E+04               11962                 2811                    7                -6641                  -21                 1306
                   3              6555500         2.0000000000000001E-01         4.2300000000000000E+02        -1.6426362799993407E+04               12904                 1927                    3                -7567                  -55                 2224
                   4              7402720         3.0000000000000004E-01         4.2300000000000000E+02        -1.6156205199993667E+04               13632                 1290                    2                -8260                  -78                 2884
                   5              7991399         4.0000000000000002E-01         4.2300000000000000E+02        -1.6145913999994085E+04               14259                  893                    2                -8782                  -98                 3301
                   6              8410984         5.0000000000000000E-01         4.2300000000000000E+02        -1.6206181399994397E+04               14746                  629                    2                -9168                 -119                 3586
                   7              8752043         5.9999999999999998E-01         4.2300000000000000E+02        -1.6264653199994646E+04               15111                  440                    4                -9456                 -137                 3793
                   8              9007313         6.9999999999999996E-01         4.2300000000000000E+02        -1.6366531399994839E+04               15431                  307                    4                -9688                 -148                 3937
                   9              9196578         7.9999999999999993E-01         4.2300000000000000E+02        -1.6434373799994461E+04               15632                  228                    3                -9839                 -172                 4040
                  10              9364816         8.9999999999999991E-01         4.2300000000000000E+02        -1.6537609799994199E+04               15863                  155                    1               -10000                 -194                 4135
                  11              9492055         9.9999999999999989E-01         4.2300000000000000E+02        -1.6623379799994022E+04               16026                  110                    1               -10114                 -214                 4200
                  12              9584005         1.0999999999999999E+00         4.2300000000000000E+02        -1.6733154999993862E+04               16170                   94                    0               -10202                 -232                 4234
                  13              9682890         1.2000000000000000E+00         4.2300000000000000E+02        -1.6861383399993698E+04               16317                   88                    0               -10288                 -251                 4259
                  14              9753010         1.3000000000000000E+00         4.2300000000000000E+02        -1.6914788799993617E+04               16389                   77                    3               -10343                 -272                 4291
                  15              9811841         1.4000000000000001E+00         4.2300000000000000E+02        -1.6949125399993547E+04               16456                   58                    2               -10393                 -288                 4326
                  16              9855277         1.5000000000000002E+00         4.2300000000000000E+02        -1.6978981399993489E+04               16502                   52                    0               -10424                 -302                 4346
                  17              9896302         1.6000000000000003E+00         4.2300000000000000E+02        -1.7025712399993423E+04               16560                   46                    2               -10465                 -316                 4366
                  18              9942635         1.7000000000000004E+00         4.2300000000000000E+02        -1.7042903799993383E+04               16598                   34                    1               -10494                 -326                 4388
                  19              9984821         1.8000000000000005E+00         4.2300000000000000E+02        -1.7095326399993315E+04               16659                   31                    1               -10531                 -336                 4401
                  20             10026288         1.9000000000000006E+00         4.2300000000000000E+02        -1.7140875399993252E+04               16711                   30                    1               -10563                 -347                 4413
                  21             10064986         2.0000000000000004E+00         4.2300000000000000E+02        -1.7168983199993232E+04               16737                   30                    2               -10583                 -359                 4425
                  22             10091978         2.1000000000000005E+00         4.2300000000000000E+02        -1.7213126799993188E+04               16776                   36                    1               -10606                 -374                 4434
                  23             10113440         2.2000000000000006E+00         4.2300000000000000E+02        -1.7232671399993156E+04               16802                   34                    0               -10626                 -388                 4450
                  24             10144890         2.3000000000000007E+00         4.2300000000000000E+02        -1.7261536599993116E+04               16837                   31                    1               -10653                 -402                 4467
                  25             10169244         2.4000000000000008E+00         4.2300000000000000E+02        -1.7273517799993086E+04               16864                   23                    0               -10672                 -407                 4480
                  26             10194430         2.5000000000000009E+00         4.2300000000000000E+02        -1.7309127799993046E+04               16900                   23                    2               -10698                 -419                 4492
                  27             10221015         2.6000000000000010E+00         4.2300000000000000E+02        -1.7336366199993023E+04               16923                   27                    1               -10712                 -430                 4499
                  28             10245979         2.7000000000000011E+00         4.2300000000000000E+02        -1.7346500199993010E+04               16935                   26                    1               -10726                 -445                 4515
                  29             10268747         2.8000000000000012E+00         4.2300000000000000E+02        -1.7377773199992978E+04               16964                   28                    2               -10747                 -458                 4526
