time,CO*,H2O*,H*,OH*,COOH*,CO2*,*
2.5819275585204657e-13,0.4297494099711127,0.4712724383796462,0.021514264896135362,0.02129226038861464,0.00021436465658738592,1.14932968190829e-05,0.05594576841102138
2.674679299507231e-13,0.427480122946308,0.47060292859621333,0.021938899193700682,0.02170390200957065,0.0002262419414987014,1.2517750226626327e-05,0.05803538756241888
2.7674310404939964e-13,0.4252272612557216,0.4699450308356359,0.02235277971488043,0.02210463264070118,0.0002381984166520167,1.3576287917382266e-05,0.06011852084842827
2.882749085835107e-13,0.4224489617146785,0.46914235106054464,0.02285325618556141,0.022588553531015448,0.00025316063063864064,1.4938037069206915e-05,0.06269877884042883
2.9980671311762173e-13,0.41969553063481224,0.46835563818442166,0.023339060610701654,0.023057587965173147,0.00026821487673821487,1.63482856911264e-05,0.06526761944239858
3.1133851765173277e-13,0.4169666806919637,0.46758395891562377,0.02381110940390133,0.02351266661625387,0.0002833459985701036,1.780485233095478e-05,0.06782443352129312
3.228703221858438e-13,0.4142621263538796,0.4668264769288357,0.02427022250008814,0.02395462267740777,0.0002985399130898542,1.9305643151200366e-05,0.07036870598348446
3.3440212671995485e-13,0.41158158420728996,0.46608243739542454,0.02471713878714051,0.024384207395536293,0.00031378351298890156,2.0848644292848088e-05,0.07290000005726373
3.459339312540659e-13,0.40892477322727355,0.46535115522857456,0.025152527826895445,0.024802101881856928,0.00032906458166061253,2.243191475392081e-05,0.07541794533892164
3.6032273039853584e-13,0.40564259572561673,0.46445564662962124,0.025680538097871988,0.025308071138663343,0.000348166833864691,2.446106954610224e-05,0.07854052050475263
3.7471152954300577e-13,0.40239639669848126,0.463577935417023,0.026192613960386715,0.02579788860319651,0.0003672892151065388,2.654649681172973e-05,0.0816413296089309
3.891003286874757e-13,0.39918564849676486,0.46271703508549195,0.02668971410580269,0.026272531096331604,0.0003864128624527797,2.8684826881519126e-05,0.0847199735262113
4.0348912783194565e-13,0.3960098308952125,0.4618720538115202,0.027172703301422813,0.026732880216039295,0.00040552041461198605,3.087282052165364e-05,0.08777613854060816
4.178779269764156e-13,0.3928684313214338,0.46104218138896463,0.02764236540699628,0.027179735481543014,0.0004245958783003784,3.310736167778779e-05,0.09080958316102081
4.3226672612088553e-13,0.38976094502440306,0.4602266786735873,0.02809941388735723,0.027613824958612053,0.0004436245094756159,3.538545080758012e-05,0.09382012749569378
4.4984739199605167e-13,0.38600943374405694,0.4592487958547727,0.028641673733620622,0.028127846076950413,0.0004667909562902965,3.8223796630588464e-05,0.09746723583761518
4.674280578712178e-13,0.3823069193220056,0.4582902333747498,0.029167152994759405,0.028624902877911584,0.0004898445543405576,4.111779563996462e-05,0.10107982908052966
4.85008723746384e-13,0.3786525296460434,0.45734997186185145,0.029676827807931842,0.029105992867184488,0.000512764722809297,4.406262204704157e-05,0.10465785047206902
5.025893896215502e-13,0.3750454104561242,0.4564270836963741,0.03017158374270251,0.02957202140244769,0.0005355328019209857,4.705366742721746e-05,0.10820131423293994
5.201700554967164e-13,0.3714847252453189,0.45552072120154086,0.030652227548039875,0.030023813592623724,0.0005581318780958351,5.008653135073497e-05,0.11171029400296661
5.377507213718826e-13,0.36796965510768703,0.4546301067440516,0.031119496995481156,0.030462124276027857,0.0005805466273332198,5.31570125174156e-05,0.11518491323683835
5.602521696035535e-13,0.3635360026128346,0.45351205305985604,0.03169911389412677,0.031004545820582697,0.0006089442938531117,5.7135421242058034e-05,0.11958220489744145
5.827536178352244e-13,0.35917412281369404,0.452417257967906,0.03225921792091399,0.03152733569328774,0.0006369914468372445,6.116092584182796e-05,0.12392391323145578
6.052550660668953e-13,0.3548824212465336,0.4513444778203907,0.032800976041745346,0.03203168908373943,0.0006646653193889547,6.522601939503315e-05,0.12821054446874366
6.277565142985662e-13,0.35065934750900324,0.45029258005387174,0.03332544647353222,0.032518690131186266,0.0006919460059973858,6.932363767624835e-05,0.13244266618866948
6.502579625302371e-13,0.34650339417620735,0.44926052891955315,0.03383359283908823,0.03298932631204224,0.0007188161728766278,7.344713681316887e-05,0.1366208944433558
6.72759410761908e-13,0.3424130956856196,0.44824737373531426,0.03432629580890664,0.033444500288132936,0.0007452607996434471,7.75902713664456e-05,0.1407458834109533
7.028105428507763e-13,0.33705034883317675,0.4469222466522584,0.034961615471143744,0.03402970488100992,0.0007798923231971825,8.31440116128252e-05,0.14617304782753787
7.328616749396447e-13,0.3317988835486277,0.4456273668857701,0.03557256815391003,0.034590589184507914,0.0008137163427015895,8.870936221243942e-05,0.1515081665222069
7.629128070285131e-13,0.32665553627844834,0.444361015312671,0.03616072213579266,0.03512876140271415,0.0008467124361060988,9.42743966476096e-05,0.15675297803755675
7.929639391173815e-13,0.3216172595938417,0.44312163161219215,0.036727492378695034,0.03564567263151803,0.000878864778389952,9.982817902369644e-05,0.16190925082627622
8.230150712062499e-13,0.3166811174585344,0.4419077933827946,0.03727416112780502,0.036142637879627536,0.000910161577647165,0.00010536069669720072,0.16697876787683064
8.530662032951182e-13,0.3118442806280383,0.44071819900910897,0.03780189478117802,0.036620853309033675,0.0009405945773310047,0.0001108627957835492,0.1719633148994631
8.907591250037473e-13,0.3059136931834806,0.43925855140147957,0.03843868083628567,0.03719583223483593,0.0009775376333505652,0.00011770829602530363,0.17809799641447907
9.284520467123764e-13,0.30012989092544723,0.43783302119111067,0.03904924883800809,0.03774497518143448,0.0010131096078545762,0.00012447800495553048,0.18410527625112616
9.661449684210055e-13,0.29448793943616397,0.4364396591218263,0.0396353108148523,0.03827003712474835,0.0010473120153949031,0.00013115875555024043,0.18998858273140048
1.0038378901296345e-12,0.28898312197804993,0.4350766917799964,0.04019841281356619,0.038772602449338445,0.0010801512438974102,0.00013773891779650873,0.19575128081729162
1.0415308118382636e-12,0.28361092799455206,0.43374249928716846,0.04073995667035326,0.039254107251099374,0.0011116378111559186,0.00014420826498234474,0.20139666272062506
1.0792237335468926e-12,0.27836704221387004,0.4324355968930352,0.04126121791810202,0.03971585770979037,0.001141785716643748,0.00015055784926214087,0.206927941699233
1.1225248928050459e-12,0.272495953889138,0.43096616335605564,0.04183650587151743,0.040223467812305895,0.001174789066355096,0.00015769432701604548,0.21314542567754843
1.1658260520631991e-12,0.2667827736165404,0.4295290490559833,0.042388166043809024,0.040708220336088494,0.0012060777899749998,0.00016465244141636615,0.21922106071612377
1.2091272113213524e-12,0.26122181115472287,0.4281225184660898,0.04291765536195748,0.04117160473598611,0.0012356849331706834,0.00017142377665000803,0.22515930157135972
1.2524283705795056e-12,0.2558076464716704,0.42674497947936507,0.043426299636199116,0.041614975427930044,0.0012636463100531511,0.00017800141135510992,0.23096445126336354
1.2957295298376589e-12,0.2505351139034792,0.42539496700384144,0.04391530928528665,0.04203956794961383,0.0012899999137078483,0.00018437976442100062,0.23664066217958643
1.3390306890958121e-12,0.24539928732763883,0.4240711290805848,0.04438579258476459,0.04244651258952309,0.0013147854094639473,0.0001905544547070848,0.24219193855325422
1.4036239529066041e-12,0.23798202020095827,0.4221422957860821,0.045055370625422676,0.04302298217330927,0.0013489329495672965,0.0001993799812880953,0.25024901828330887
1.468217216717396e-12,0.23084381053198208,0.42026515892935773,0.045689020289832065,0.04356557416706125,0.0013798214995644068,0.00020773806331295436,0.2580488765188259
1.532810480528188e-12,0.22397089036480897,0.41843631937983505,0.04628945166518531,0.044077041877442,0.0014075923822390744,0.00021562560026233034,0.2656030787301639
1.59740374433898e-12,0.2173503800931426,0.4166527115588414,0.04685908303082337,0.04455983768151307,0.0014323874435802314,0.0002230428741640832,0.2729225573178718
1.661997008149772e-12,0.21097021736153426,0.414911559100648,0.047400082145685224,0.045016155539341914,0.0014543477367835339,0.00022999299854115874,0.28001764511740235
1.726590271960564e-12,0.20481909210306545,0.4132103383813068,0.047914399916281505,0.045447965717829164,0.0014736124590167797,0.00023648143812866375,0.2868981099843081
1.7988731874181263e-12,0.1981941889937802,0.41135110767603217,0.0484604768049942,0.04590430625865714,0.001492142759233457,0.00024320410123293142,0.29435457340600646
1.8711561028756886e-12,0.1918288923808248,0.4095360687776982,0.04897757025765226,0.04633441315457624,0.0015076547656502294,0.00024937063602262785,0.30156603002751214
1.943439018333251e-12,0.1857101900012691,0.4077625541245409,0.0494676826972742,0.046740292914704405,0.0015203289699127155,0.0002549957161852424,0.3085439555760498
2.0157219337908132e-12,0.17982591371566614,0.40602813244029695,0.049932621790103965,0.04712375117283641,0.0015303394622095034,0.00026009554310584226,0.3152991458757175
2.0880048492483755e-12,0.17416467101787628,0.4043305809972098,0.050374025097202214,0.0474864181474213,0.0015378535867280353,0.0002646874698613349,0.32184176368363726
2.160287764705938e-12,0.1687157828481052,0.40266786207651617,0.050793380788802175,0.047829770055556456,0.0015430317276603274,0.00026878968406201235,0.32818138281923404
2.2470949246917297e-12,0.16243857518785207,0.40071444699909736,0.05126976645355041,0.04821846857212027,0.0015463788683295631,0.00027309546288231017,0.3355392684561044
2.3339020846775216e-12,0.15643700384267847,0.398805609195638,0.05171843404127719,0.048583332572822484,0.0015468299157253584,0.0002767551470205441,0.3426320352847744
2.4207092446633135e-12,0.15069600639115008,0.396938651475222,0.052141302718583894,0.048926240825202236,0.0015446226108572947,0.0002798021318989065,0.34947337384702193
2.5075164046491054e-12,0.14520156809715223,0.39511111413290884,0.05254010789210798,0.049248883100516234,0.0015399806223247458,0.0002822697342515389,0.3560760764206748
2.5943235646348973e-12,0.13994063117582026,0.39332074776643233,0.05291642403421544,0.04955278381424338,0.0015331139924766857,0.00028419090114892423,0.3624521083155994
2.681130724620689e-12,0.13490101286846662,0.3915654900295482,0.05327168396346583,0.049839322011346006,0.0015242196353328046,0.00028559798283331436,0.3686126735089436
2.781755944027429e-12,0.12932119126471206,0.3895722750489555,0.053658861278896,0.050151385724936666,0.0015116141836646654,0.0002866272704145154,0.37549804522835706
